"","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","datetime"
"662","0.336","0.152","243.870","1.400","0.000","0.000",0,2007-02-01 17:01:00
"663","0.334","0.152","243.910","1.400","0.000","0.000",0,2007-02-01 17:02:00
"664","0.332","0.148","243.310","1.400","0.000","0.000",0,2007-02-01 17:03:00
"665","0.334","0.150","243.310","1.400","0.000","0.000",0,2007-02-01 17:04:00
"666","0.336","0.146","242.630","1.400","0.000","0.000",0,2007-02-01 17:05:00
"667","0.334","0.144","241.890","1.400","0.000","0.000",0,2007-02-01 17:06:00
"668","0.332","0.138","240.910","1.400","0.000","0.000",0,2007-02-01 17:07:00
"669","0.282","0.070","240.770","1.200","0.000","0.000",0,2007-02-01 17:08:00
"670","0.232","0.000","240.830","1.000","0.000","0.000",0,2007-02-01 17:09:00
"671","0.232","0.000","240.900","1.000","0.000","0.000",0,2007-02-01 17:10:00
"672","0.234","0.000","242.090","1.000","0.000","0.000",0,2007-02-01 17:11:00
"673","0.234","0.000","242.600","1.000","0.000","0.000",0,2007-02-01 17:12:00
"674","0.234","0.000","242.070","1.000","0.000","0.000",0,2007-02-01 17:13:00
"675","0.232","0.000","241.630","1.000","0.000","0.000",0,2007-02-01 17:14:00
"676","0.234","0.000","241.960","1.000","0.000","0.000",0,2007-02-01 17:15:00
"677","0.232","0.000","241.570","1.000","0.000","0.000",0,2007-02-01 17:16:00
"678","0.232","0.000","241.390","1.000","0.000","0.000",0,2007-02-01 17:17:00
"679","0.470","0.000","241.110","2.000","0.000","0.000",0,2007-02-01 17:18:00
"680","0.530","0.000","241.570","2.200","0.000","0.000",0,2007-02-01 17:19:00
"681","0.528","0.000","241.210","2.200","0.000","0.000",0,2007-02-01 17:20:00
"682","0.528","0.000","241.180","2.200","0.000","0.000",0,2007-02-01 17:21:00
"683","0.530","0.000","241.790","2.200","0.000","0.000",0,2007-02-01 17:22:00
"684","0.530","0.000","241.720","2.200","0.000","0.000",0,2007-02-01 17:23:00
"685","0.606","0.086","240.620","2.600","0.000","0.000",0,2007-02-01 17:24:00
"686","0.604","0.106","241.510","2.400","0.000","0.000",0,2007-02-01 17:25:00
"687","0.872","0.096","240.670","3.600","0.000","0.000",0,2007-02-01 17:26:00
"688","0.924","0.094","240.170","3.800","0.000","0.000",0,2007-02-01 17:27:00
"689","0.922","0.092","239.790","3.800","0.000","0.000",0,2007-02-01 17:28:00
"690","0.922","0.094","240.140","3.800","0.000","0.000",0,2007-02-01 17:29:00
"691","0.924","0.096","240.390","3.800","0.000","0.000",0,2007-02-01 17:30:00
"692","0.934","0.098","240.950","3.800","0.000","0.000",0,2007-02-01 17:31:00
"693","0.948","0.098","241.410","3.800","0.000","0.000",0,2007-02-01 17:32:00
"694","0.972","0.128","241.330","4.000","0.000","0.000",0,2007-02-01 17:33:00
"695","1.040","0.234","241.620","4.400","0.000","0.000",0,2007-02-01 17:34:00
"696","1.034","0.232","241.310","4.400","0.000","0.000",0,2007-02-01 17:35:00
"697","1.030","0.232","241.020","4.400","0.000","0.000",0,2007-02-01 17:36:00
"698","1.028","0.232","241.130","4.400","0.000","0.000",0,2007-02-01 17:37:00
"699","1.056","0.228","240.490","4.400","0.000","0.000",0,2007-02-01 17:38:00
"700","1.062","0.218","238.860","4.400","0.000","0.000",0,2007-02-01 17:39:00
"701","1.268","0.216","239.020","5.400","0.000","0.000",0,2007-02-01 17:40:00
"702","1.242","0.220","239.610","5.200","0.000","0.000",0,2007-02-01 17:41:00
"703","1.010","0.222","239.300","4.200","0.000","0.000",0,2007-02-01 17:42:00
"704","1.010","0.224","239.490","4.200","0.000","0.000",0,2007-02-01 17:43:00
"705","1.010","0.224","239.480","4.200","0.000","0.000",0,2007-02-01 17:44:00
"706","1.012","0.226","240.020","4.200","0.000","0.000",0,2007-02-01 17:45:00
"707","1.008","0.224","239.700","4.200","0.000","0.000",0,2007-02-01 17:46:00
"708","1.192","0.270","239.400","5.400","0.000","0.000",0,2007-02-01 17:47:00
"709","1.626","0.316","239.160","7.000","0.000","0.000",0,2007-02-01 17:48:00
"710","1.354","0.230","239.570","5.600","0.000","0.000",0,2007-02-01 17:49:00
"711","1.330","0.192","239.990","5.600","0.000","0.000",0,2007-02-01 17:50:00
"712","1.292","0.130","239.990","5.400","0.000","0.000",0,2007-02-01 17:51:00
"713","1.506","0.070","239.770","6.200","0.000","0.000",0,2007-02-01 17:52:00
"714","1.374","0.000","239.150","5.800","0.000","0.000",0,2007-02-01 17:53:00
"715","1.460","0.000","238.870","6.000","0.000","0.000",0,2007-02-01 17:54:00
"716","1.462","0.000","239.110","6.000","0.000","0.000",0,2007-02-01 17:55:00
"717","1.272","0.000","239.540","5.200","0.000","0.000",0,2007-02-01 17:56:00
"718","1.286","0.000","239.930","5.200","0.000","0.000",0,2007-02-01 17:57:00
"719","1.282","0.000","239.700","5.200","0.000","0.000",0,2007-02-01 17:58:00
"720","1.278","0.000","239.260","5.200","0.000","0.000",0,2007-02-01 17:59:00
"721","1.480","0.000","238.990","6.400","0.000","0.000",2,2007-02-01 18:00:00
"722","2.348","0.000","237.290","9.800","0.000","0.000",18,2007-02-01 18:01:00
"723","2.334","0.000","237.280","9.800","0.000","0.000",18,2007-02-01 18:02:00
"724","2.324","0.000","237.470","9.800","0.000","0.000",17,2007-02-01 18:03:00
"725","2.320","0.000","237.720","9.600","0.000","0.000",18,2007-02-01 18:04:00
"726","2.312","0.000","237.510","9.600","0.000","0.000",17,2007-02-01 18:05:00
"727","2.322","0.000","238.180","9.600","0.000","0.000",18,2007-02-01 18:06:00
"728","2.332","0.000","238.860","9.600","0.000","0.000",17,2007-02-01 18:07:00
"729","2.330","0.000","238.860","9.600","0.000","0.000",18,2007-02-01 18:08:00
"730","2.330","0.000","238.830","9.600","0.000","0.000",17,2007-02-01 18:09:00
"731","2.312","0.000","237.860","9.600","0.000","0.000",18,2007-02-01 18:10:00
"732","2.304","0.000","237.390","9.600","0.000","0.000",17,2007-02-01 18:11:00
"733","2.380","0.000","238.840","10.000","0.000","0.000",17,2007-02-01 18:12:00
"734","2.430","0.114","238.520","10.200","0.000","0.000",18,2007-02-01 18:13:00
"735","2.428","0.114","238.660","10.200","0.000","0.000",17,2007-02-01 18:14:00
"736","2.416","0.112","238.090","10.000","0.000","0.000",18,2007-02-01 18:15:00
"737","2.394","0.108","236.900","10.000","0.000","0.000",17,2007-02-01 18:16:00
"738","2.396","0.108","237.050","10.000","0.000","0.000",17,2007-02-01 18:17:00
"739","2.428","0.122","237.730","10.200","0.000","0.000",18,2007-02-01 18:18:00
"740","2.496","0.234","238.250","10.400","0.000","0.000",17,2007-02-01 18:19:00
"741","2.502","0.236","238.600","10.400","0.000","1.000",17,2007-02-01 18:20:00
"742","2.480","0.230","237.670","10.400","0.000","2.000",18,2007-02-01 18:21:00
"743","2.480","0.230","237.630","10.400","0.000","1.000",17,2007-02-01 18:22:00
"744","2.558","0.316","237.500","10.800","0.000","2.000",17,2007-02-01 18:23:00
"745","2.542","0.326","237.070","10.800","0.000","1.000",18,2007-02-01 18:24:00
"746","2.554","0.330","237.760","10.800","0.000","1.000",17,2007-02-01 18:25:00
"747","2.558","0.332","238.080","10.800","0.000","2.000",17,2007-02-01 18:26:00
"748","2.548","0.330","237.570","10.800","0.000","1.000",18,2007-02-01 18:27:00
"749","2.548","0.328","237.420","10.800","0.000","2.000",17,2007-02-01 18:28:00
"750","2.778","0.368","238.130","11.600","0.000","1.000",17,2007-02-01 18:29:00
"751","2.902","0.500","238.040","12.200","0.000","1.000",18,2007-02-01 18:30:00
"752","2.728","0.268","238.600","11.400","0.000","2.000",17,2007-02-01 18:31:00
"753","2.524","0.202","238.130","10.600","0.000","1.000",17,2007-02-01 18:32:00
"754","2.510","0.204","238.320","10.400","0.000","1.000",18,2007-02-01 18:33:00
"755","2.748","0.194","237.020","11.600","0.000","2.000",17,2007-02-01 18:34:00
"756","2.784","0.194","237.290","11.600","0.000","1.000",17,2007-02-01 18:35:00
"757","2.568","0.160","237.140","10.800","0.000","1.000",18,2007-02-01 18:36:00
"758","2.338","0.100","237.780","9.800","0.000","2.000",17,2007-02-01 18:37:00
"759","2.444","0.094","237.630","10.200","0.000","1.000",17,2007-02-01 18:38:00
"760","2.516","0.100","237.560","10.600","0.000","1.000",18,2007-02-01 18:39:00
"761","2.782","0.088","235.630","11.800","0.000","1.000",17,2007-02-01 18:40:00
"762","2.594","0.086","236.210","11.000","0.000","1.000",17,2007-02-01 18:41:00
"763","2.574","0.090","236.490","10.800","0.000","2.000",17,2007-02-01 18:42:00
"764","3.218","0.232","236.620","14.000","0.000","1.000",17,2007-02-01 18:43:00
"765","3.414","0.356","235.940","15.000","0.000","1.000",17,2007-02-01 18:44:00
"766","2.664","0.214","235.870","11.200","0.000","1.000",17,2007-02-01 18:45:00
"767","2.668","0.214","236.120","11.200","0.000","1.000",17,2007-02-01 18:46:00
"768","2.606","0.218","236.490","11.000","0.000","2.000",17,2007-02-01 18:47:00
"769","2.406","0.220","236.470","10.200","0.000","1.000",18,2007-02-01 18:48:00
"770","2.352","0.224","236.510","10.000","0.000","1.000",17,2007-02-01 18:49:00
"771","2.710","0.250","236.120","11.400","0.000","1.000",17,2007-02-01 18:50:00
"772","3.000","0.252","236.350","12.600","0.000","1.000",17,2007-02-01 18:51:00
"773","3.016","0.254","237.020","12.600","0.000","1.000",17,2007-02-01 18:52:00
"774","3.006","0.254","237.070","12.600","0.000","2.000",17,2007-02-01 18:53:00
"775","2.976","0.230","236.490","12.600","0.000","1.000",18,2007-02-01 18:54:00
"776","2.930","0.134","236.440","12.400","0.000","0.000",17,2007-02-01 18:55:00
"777","2.938","0.134","236.740","12.400","0.000","0.000",17,2007-02-01 18:56:00
"778","2.972","0.172","236.410","12.600","0.000","0.000",17,2007-02-01 18:57:00
"779","2.996","0.232","236.350","12.600","0.000","0.000",17,2007-02-01 18:58:00
"780","3.008","0.236","236.960","12.600","0.000","0.000",17,2007-02-01 18:59:00
"781","3.228","0.282","236.670","13.600","0.000","0.000",18,2007-02-01 19:00:00
"782","3.306","0.430","236.580","14.000","0.000","0.000",17,2007-02-01 19:01:00
"783","3.196","0.414","236.510","13.600","0.000","0.000",17,2007-02-01 19:02:00
"784","3.088","0.272","236.640","13.000","0.000","0.000",17,2007-02-01 19:03:00
"785","2.996","0.106","237.040","12.600","0.000","0.000",17,2007-02-01 19:04:00
"786","3.066","0.110","237.700","12.800","0.000","0.000",18,2007-02-01 19:05:00
"787","2.930","0.110","237.600","12.200","0.000","0.000",17,2007-02-01 19:06:00
"788","2.926","0.110","237.500","12.200","0.000","0.000",17,2007-02-01 19:07:00
"789","2.942","0.112","238.250","12.200","0.000","0.000",18,2007-02-01 19:08:00
"790","2.920","0.108","237.320","12.200","0.000","0.000",17,2007-02-01 19:09:00
"791","2.916","0.106","237.040","12.200","0.000","0.000",17,2007-02-01 19:10:00
"792","2.914","0.106","236.970","12.200","0.000","0.000",17,2007-02-01 19:11:00
"793","2.910","0.106","237.100","12.200","0.000","0.000",18,2007-02-01 19:12:00
"794","2.926","0.108","238.030","12.200","0.000","0.000",17,2007-02-01 19:13:00
"795","2.866","0.000","237.670","12.000","0.000","0.000",17,2007-02-01 19:14:00
"796","2.852","0.000","237.410","12.000","0.000","0.000",18,2007-02-01 19:15:00
"797","2.852","0.000","237.580","12.000","0.000","0.000",17,2007-02-01 19:16:00
"798","2.824","0.000","236.080","11.800","0.000","0.000",17,2007-02-01 19:17:00
"799","2.822","0.000","236.160","11.800","0.000","0.000",17,2007-02-01 19:18:00
"800","2.830","0.000","236.280","12.000","0.000","0.000",17,2007-02-01 19:19:00
"801","2.854","0.000","236.780","12.000","0.000","0.000",17,2007-02-01 19:20:00
"802","2.834","0.000","236.320","12.000","0.000","0.000",17,2007-02-01 19:21:00
"803","2.826","0.000","236.020","12.000","0.000","0.000",18,2007-02-01 19:22:00
"804","2.828","0.000","236.120","12.000","0.000","0.000",17,2007-02-01 19:23:00
"805","2.830","0.000","234.710","12.000","0.000","0.000",17,2007-02-01 19:24:00
"806","2.902","0.124","234.490","12.400","0.000","0.000",16,2007-02-01 19:25:00
"807","2.922","0.128","235.700","12.400","0.000","0.000",17,2007-02-01 19:26:00
"808","2.910","0.128","235.620","12.200","0.000","0.000",17,2007-02-01 19:27:00
"809","2.902","0.126","235.120","12.200","0.000","0.000",17,2007-02-01 19:28:00
"810","2.898","0.124","234.590","12.200","0.000","0.000",17,2007-02-01 19:29:00
"811","2.912","0.126","235.260","12.400","0.000","0.000",17,2007-02-01 19:30:00
"812","2.892","0.124","234.570","12.200","0.000","0.000",17,2007-02-01 19:31:00
"813","2.882","0.124","234.390","12.200","0.000","0.000",17,2007-02-01 19:32:00
"814","2.898","0.128","235.200","12.200","0.000","0.000",17,2007-02-01 19:33:00
"815","2.904","0.130","235.450","12.200","0.000","0.000",17,2007-02-01 19:34:00
"816","3.040","0.122","233.890","13.000","0.000","0.000",17,2007-02-01 19:35:00
"817","3.036","0.120","233.560","13.000","0.000","0.000",17,2007-02-01 19:36:00
"818","3.214","0.198","234.260","14.000","0.000","0.000",16,2007-02-01 19:37:00
"819","4.480","0.372","233.960","19.400","0.000","0.000",17,2007-02-01 19:38:00
"820","4.458","0.346","234.630","19.200","0.000","0.000",17,2007-02-01 19:39:00
"821","3.834","0.354","235.640","16.600","0.000","0.000",17,2007-02-01 19:40:00
"822","2.672","0.166","237.570","11.200","0.000","0.000",17,2007-02-01 19:41:00
"823","2.618","0.100","237.120","11.000","0.000","0.000",18,2007-02-01 19:42:00
"824","3.602","0.254","236.550","15.600","0.000","0.000",17,2007-02-01 19:43:00
"825","3.042","0.144","236.090","13.200","0.000","0.000",17,2007-02-01 19:44:00
"826","2.672","0.176","235.890","11.400","0.000","0.000",17,2007-02-01 19:45:00
"827","2.662","0.190","235.630","11.200","0.000","0.000",17,2007-02-01 19:46:00
"828","3.020","0.250","234.990","13.200","0.000","0.000",17,2007-02-01 19:47:00
"829","3.824","0.354","234.700","16.600","0.000","0.000",17,2007-02-01 19:48:00
"830","2.800","0.248","235.990","11.800","0.000","0.000",17,2007-02-01 19:49:00
"831","2.662","0.186","235.270","11.200","0.000","0.000",17,2007-02-01 19:50:00
"832","2.658","0.186","235.140","11.200","0.000","0.000",17,2007-02-01 19:51:00
"833","2.648","0.184","234.820","11.200","0.000","0.000",17,2007-02-01 19:52:00
"834","2.658","0.186","235.670","11.200","0.000","0.000",17,2007-02-01 19:53:00
"835","2.664","0.188","236.020","11.200","0.000","0.000",17,2007-02-01 19:54:00
"836","2.676","0.190","236.550","11.200","0.000","0.000",17,2007-02-01 19:55:00
"837","2.670","0.188","236.340","11.200","0.000","0.000",17,2007-02-01 19:56:00
"838","2.604","0.164","237.020","11.000","0.000","0.000",17,2007-02-01 19:57:00
"839","2.970","0.196","236.070","13.000","0.000","0.000",18,2007-02-01 19:58:00
"840","2.828","0.154","236.960","12.200","0.000","0.000",17,2007-02-01 19:59:00
"841","2.380","0.086","238.130","10.000","0.000","0.000",17,2007-02-01 20:00:00
"842","2.358","0.080","237.530","9.800","0.000","0.000",17,2007-02-01 20:01:00
"843","2.362","0.082","237.750","9.800","0.000","0.000",18,2007-02-01 20:02:00
"844","2.462","0.196","237.260","10.400","0.000","0.000",17,2007-02-01 20:03:00
"845","2.454","0.206","237.050","10.400","0.000","0.000",17,2007-02-01 20:04:00
"846","2.454","0.206","237.180","10.400","0.000","0.000",17,2007-02-01 20:05:00
"847","2.448","0.206","237.030","10.200","0.000","0.000",18,2007-02-01 20:06:00
"848","2.412","0.146","237.340","10.200","0.000","0.000",17,2007-02-01 20:07:00
"849","2.398","0.106","237.330","10.000","0.000","0.000",17,2007-02-01 20:08:00
"850","2.358","0.102","235.750","10.000","0.000","0.000",17,2007-02-01 20:09:00
"851","2.352","0.100","235.500","10.000","0.000","0.000",17,2007-02-01 20:10:00
"852","2.424","0.102","235.860","10.200","0.000","0.000",17,2007-02-01 20:11:00
"853","2.612","0.098","235.480","11.000","0.000","0.000",17,2007-02-01 20:12:00
"854","2.780","0.094","235.470","11.800","0.000","0.000",17,2007-02-01 20:13:00
"855","2.784","0.094","235.280","11.800","0.000","0.000",17,2007-02-01 20:14:00
"856","2.888","0.094","235.790","12.200","0.000","0.000",17,2007-02-01 20:15:00
"857","3.216","0.092","236.180","13.600","0.000","0.000",18,2007-02-01 20:16:00
"858","3.094","0.094","236.570","13.000","0.000","0.000",17,2007-02-01 20:17:00
"859","2.984","0.094","235.430","12.600","0.000","0.000",17,2007-02-01 20:18:00
"860","2.824","0.000","235.550","12.000","0.000","0.000",17,2007-02-01 20:19:00
"861","2.740","0.000","235.960","11.600","0.000","0.000",17,2007-02-01 20:20:00
"862","2.344","0.000","236.470","9.800","0.000","0.000",17,2007-02-01 20:21:00
"863","2.354","0.000","236.600","9.800","0.000","0.000",17,2007-02-01 20:22:00
"864","2.430","0.094","235.840","10.200","0.000","0.000",17,2007-02-01 20:23:00
"865","2.422","0.118","235.530","10.200","0.000","1.000",17,2007-02-01 20:24:00
"866","2.418","0.116","235.330","10.200","0.000","1.000",17,2007-02-01 20:25:00
"867","2.412","0.116","235.060","10.200","0.000","2.000",17,2007-02-01 20:26:00
"868","2.392","0.112","233.690","10.200","0.000","1.000",17,2007-02-01 20:27:00
"869","2.396","0.112","234.080","10.200","0.000","2.000",17,2007-02-01 20:28:00
"870","2.360","0.116","234.730","10.000","0.000","1.000",17,2007-02-01 20:29:00
"871","2.358","0.118","235.350","10.000","0.000","1.000",17,2007-02-01 20:30:00
"872","2.184","0.180","235.570","9.200","0.000","2.000",17,2007-02-01 20:31:00
"873","1.964","0.210","236.890","8.200","0.000","1.000",17,2007-02-01 20:32:00
"874","1.818","0.206","237.180","7.600","0.000","2.000",17,2007-02-01 20:33:00
"875","1.702","0.198","237.380","7.200","0.000","1.000",17,2007-02-01 20:34:00
"876","1.702","0.198","237.520","7.200","0.000","1.000",18,2007-02-01 20:35:00
"877","1.702","0.200","237.760","7.200","0.000","2.000",17,2007-02-01 20:36:00
"878","1.706","0.202","238.380","7.200","0.000","1.000",17,2007-02-01 20:37:00
"879","1.696","0.200","237.790","7.200","0.000","1.000",18,2007-02-01 20:38:00
"880","1.698","0.200","238.070","7.200","0.000","1.000",17,2007-02-01 20:39:00
"881","1.704","0.202","238.660","7.200","0.000","2.000",18,2007-02-01 20:40:00
"882","1.698","0.200","238.230","7.000","0.000","1.000",17,2007-02-01 20:41:00
"883","1.810","0.322","238.350","7.600","0.000","1.000",17,2007-02-01 20:42:00
"884","1.818","0.338","239.530","7.600","0.000","1.000",18,2007-02-01 20:43:00
"885","1.824","0.344","240.240","7.600","0.000","2.000",18,2007-02-01 20:44:00
"886","1.812","0.338","239.470","7.600","0.000","1.000",17,2007-02-01 20:45:00
"887","1.724","0.332","238.390","7.200","0.000","1.000",18,2007-02-01 20:46:00
"888","1.624","0.246","238.470","6.800","0.000","1.000",17,2007-02-01 20:47:00
"889","1.622","0.238","239.130","6.800","0.000","1.000",18,2007-02-01 20:48:00
"890","1.618","0.236","238.870","6.800","0.000","2.000",17,2007-02-01 20:49:00
"891","1.604","0.230","237.870","6.800","0.000","1.000",17,2007-02-01 20:50:00
"892","1.618","0.236","239.110","6.800","0.000","1.000",18,2007-02-01 20:51:00
"893","1.616","0.236","239.030","6.800","0.000","1.000",17,2007-02-01 20:52:00
"894","1.612","0.234","238.760","6.800","0.000","1.000",18,2007-02-01 20:53:00
"895","1.612","0.236","238.780","6.800","0.000","2.000",17,2007-02-01 20:54:00
"896","1.606","0.232","238.350","6.800","0.000","1.000",18,2007-02-01 20:55:00
"897","1.572","0.176","238.200","6.600","0.000","0.000",17,2007-02-01 20:56:00
"898","1.530","0.112","237.730","6.400","0.000","0.000",18,2007-02-01 20:57:00
"899","1.458","0.000","238.000","6.000","0.000","0.000",17,2007-02-01 20:58:00
"900","1.444","0.000","238.180","6.000","0.000","0.000",17,2007-02-01 20:59:00
"901","1.436","0.000","237.560","6.000","0.000","0.000",18,2007-02-01 21:00:00
"902","1.440","0.000","237.310","6.000","0.000","0.000",17,2007-02-01 21:01:00
"903","1.448","0.000","237.900","6.000","0.000","0.000",17,2007-02-01 21:02:00
"904","1.456","0.000","238.620","6.000","0.000","0.000",18,2007-02-01 21:03:00
"905","1.458","0.000","239.440","6.000","0.000","0.000",17,2007-02-01 21:04:00
"906","1.448","0.000","238.620","6.000","0.000","0.000",18,2007-02-01 21:05:00
"907","1.454","0.000","239.080","6.000","0.000","0.000",17,2007-02-01 21:06:00
"908","1.454","0.000","239.040","6.000","0.000","0.000",18,2007-02-01 21:07:00
"909","1.454","0.000","239.090","6.000","0.000","0.000",17,2007-02-01 21:08:00
"910","1.460","0.000","239.540","6.000","0.000","0.000",18,2007-02-01 21:09:00
"911","1.462","0.000","239.880","6.000","0.000","0.000",17,2007-02-01 21:10:00
"912","1.460","0.000","239.640","6.000","0.000","0.000",18,2007-02-01 21:11:00
"913","1.454","0.000","239.130","6.000","0.000","0.000",18,2007-02-01 21:12:00
"914","1.440","0.000","237.880","6.000","0.000","0.000",17,2007-02-01 21:13:00
"915","1.446","0.000","238.430","6.000","0.000","0.000",17,2007-02-01 21:14:00
"916","1.526","0.070","238.450","6.400","0.000","0.000",18,2007-02-01 21:15:00
"917","1.526","0.086","238.350","6.400","0.000","0.000",17,2007-02-01 21:16:00
"918","1.536","0.088","239.140","6.400","0.000","0.000",18,2007-02-01 21:17:00
"919","1.534","0.088","238.840","6.400","0.000","0.000",17,2007-02-01 21:18:00
"920","1.532","0.088","238.830","6.400","0.000","0.000",18,2007-02-01 21:19:00
"921","1.512","0.082","237.450","6.400","0.000","0.000",17,2007-02-01 21:20:00
"922","1.580","0.148","237.780","6.600","0.000","0.000",17,2007-02-01 21:21:00
"923","1.620","0.210","237.550","6.800","0.000","0.000",18,2007-02-01 21:22:00
"924","1.624","0.214","238.420","6.800","0.000","0.000",17,2007-02-01 21:23:00
"925","1.636","0.220","239.440","6.800","0.000","0.000",18,2007-02-01 21:24:00
"926","1.626","0.216","238.840","6.800","0.000","0.000",17,2007-02-01 21:25:00
"927","1.620","0.216","238.520","6.800","0.000","0.000",18,2007-02-01 21:26:00
"928","1.616","0.214","238.380","6.800","0.000","0.000",17,2007-02-01 21:27:00
"929","1.580","0.162","238.500","6.600","0.000","0.000",17,2007-02-01 21:28:00
"930","1.666","0.114","238.790","7.000","0.000","0.000",18,2007-02-01 21:29:00
"931","1.690","0.118","239.760","7.000","0.000","0.000",17,2007-02-01 21:30:00
"932","1.678","0.120","240.020","7.000","0.000","0.000",18,2007-02-01 21:31:00
"933","1.578","0.122","239.820","6.600","0.000","0.000",18,2007-02-01 21:32:00
"934","1.494","0.122","239.620","6.200","0.000","0.000",17,2007-02-01 21:33:00
"935","1.494","0.122","239.670","6.200","0.000","0.000",18,2007-02-01 21:34:00
"936","1.490","0.122","239.790","6.200","0.000","0.000",18,2007-02-01 21:35:00
"937","1.486","0.122","239.590","6.200","0.000","0.000",17,2007-02-01 21:36:00
"938","1.422","0.000","239.590","5.800","0.000","0.000",18,2007-02-01 21:37:00
"939","1.392","0.000","239.390","5.800","0.000","0.000",17,2007-02-01 21:38:00
"940","1.384","0.000","238.790","5.800","0.000","0.000",18,2007-02-01 21:39:00
"941","1.386","0.000","239.000","5.800","0.000","0.000",17,2007-02-01 21:40:00
"942","1.384","0.000","238.680","5.800","0.000","0.000",18,2007-02-01 21:41:00
"943","1.388","0.000","239.020","5.800","0.000","0.000",17,2007-02-01 21:42:00
"944","1.400","0.000","239.460","5.800","0.000","0.000",18,2007-02-01 21:43:00
"945","1.396","0.000","239.130","5.800","0.000","0.000",17,2007-02-01 21:44:00
"946","1.496","0.000","238.620","6.200","0.000","0.000",18,2007-02-01 21:45:00
"947","1.542","0.000","239.130","6.400","0.000","0.000",17,2007-02-01 21:46:00
"948","1.460","0.000","239.000","6.000","0.000","0.000",18,2007-02-01 21:47:00
"949","1.562","0.000","238.130","6.600","0.000","0.000",17,2007-02-01 21:48:00
"950","2.484","0.000","238.040","10.400","0.000","0.000",18,2007-02-01 21:49:00
"951","1.870","0.000","239.100","7.800","0.000","0.000",17,2007-02-01 21:50:00
"952","1.716","0.000","239.070","7.000","0.000","0.000",18,2007-02-01 21:51:00
"953","1.712","0.000","238.790","7.000","0.000","0.000",17,2007-02-01 21:52:00
"954","1.710","0.000","238.660","7.000","0.000","0.000",18,2007-02-01 21:53:00
"955","1.702","0.000","238.140","7.000","0.000","0.000",17,2007-02-01 21:54:00
"956","1.706","0.000","238.400","7.000","0.000","0.000",17,2007-02-01 21:55:00
"957","1.712","0.000","238.760","7.000","0.000","0.000",18,2007-02-01 21:56:00
"958","1.728","0.000","239.860","7.200","0.000","0.000",17,2007-02-01 21:57:00
"959","1.738","0.080","239.580","7.200","0.000","0.000",18,2007-02-01 21:58:00
"960","1.542","0.092","239.710","6.400","0.000","0.000",18,2007-02-01 21:59:00
"961","1.542","0.092","239.630","6.400","0.000","0.000",17,2007-02-01 22:00:00
"962","1.648","0.208","239.360","6.800","0.000","0.000",18,2007-02-01 22:01:00
"963","1.658","0.230","240.900","6.800","0.000","0.000",18,2007-02-01 22:02:00
"964","1.658","0.234","241.440","6.800","0.000","0.000",17,2007-02-01 22:03:00
"965","1.650","0.230","240.990","6.800","0.000","0.000",18,2007-02-01 22:04:00
"966","1.638","0.226","240.270","6.800","0.000","0.000",18,2007-02-01 22:05:00
"967","1.622","0.220","239.110","6.800","0.000","0.000",17,2007-02-01 22:06:00
"968","1.618","0.218","239.070","6.800","0.000","0.000",18,2007-02-01 22:07:00
"969","1.622","0.220","239.370","6.800","0.000","0.000",18,2007-02-01 22:08:00
"970","1.582","0.224","239.860","6.600","0.000","0.000",17,2007-02-01 22:09:00
"971","1.530","0.228","240.690","6.400","0.000","0.000",18,2007-02-01 22:10:00
"972","1.496","0.180","241.040","6.200","0.000","0.000",18,2007-02-01 22:11:00
"973","1.462","0.126","240.780","6.000","0.000","0.000",17,2007-02-01 22:12:00
"974","1.472","0.126","240.490","6.000","0.000","0.000",18,2007-02-01 22:13:00
"975","1.504","0.122","239.910","6.200","0.000","0.000",18,2007-02-01 22:14:00
"976","1.452","0.124","240.180","6.000","0.000","0.000",17,2007-02-01 22:15:00
"977","1.446","0.118","240.000","6.000","0.000","0.000",18,2007-02-01 22:16:00
"978","1.356","0.000","239.790","5.600","0.000","0.000",18,2007-02-01 22:17:00
"979","1.364","0.000","240.540","5.600","0.000","0.000",17,2007-02-01 22:18:00
"980","1.360","0.000","240.270","5.600","0.000","0.000",18,2007-02-01 22:19:00
"981","1.362","0.000","240.370","5.600","0.000","0.000",18,2007-02-01 22:20:00
"982","1.360","0.000","240.300","5.600","0.000","0.000",18,2007-02-01 22:21:00
"983","1.372","0.000","241.350","5.600","0.000","0.000",17,2007-02-01 22:22:00
"984","1.392","0.000","243.030","5.600","0.000","0.000",18,2007-02-01 22:23:00
"985","1.392","0.000","243.170","5.600","0.000","0.000",19,2007-02-01 22:24:00
"986","1.400","0.000","243.820","5.600","0.000","0.000",18,2007-02-01 22:25:00
"987","1.404","0.000","244.230","5.600","0.000","0.000",18,2007-02-01 22:26:00
"988","1.406","0.000","244.340","5.600","0.000","0.000",18,2007-02-01 22:27:00
"989","1.466","0.000","244.430","6.000","0.000","0.000",19,2007-02-01 22:28:00
"990","1.452","0.000","244.470","5.800","0.000","0.000",18,2007-02-01 22:29:00
"991","1.402","0.000","244.040","5.600","0.000","0.000",18,2007-02-01 22:30:00
"992","1.390","0.000","242.970","5.600","0.000","0.000",18,2007-02-01 22:31:00
